Time (t),Amplitude (h),Frequency (f)
0.21021021021021014,0.8266512040520109,31.399112356401485
0.23023023023023015,0.7106801535054422,31.531862055098664
0.25025025025025016,0.5673470506349914,31.664476119946663
0.2702702702702702,0.40257519092926974,31.796942966143774
0.2902902902902902,0.22309394747002295,31.929251060787706
0.3103103103103102,0.036164493924409936,32.06138892684407
0.3303303303303302,-0.1507134519592416,32.1933451470733
0.3503503503503502,-0.33010204054911296,32.32510836791317
0.37037037037037024,-0.49492084390847496,32.456667303314084
0.39039039039039025,-0.638725825655663,32.588010738524645
0.41041041041041026,-0.7559607556036617,32.719127533824604
0.4304304304304303,-0.8421712819607177,32.85000662820287
0.4504504504504503,-0.8941734382691633,32.98063704297787
0.4704704704704703,-0.9101702414688798,33.11100788535805
0.4904904904904903,-0.8898121541858625,33.24110835193997
0.5105105105105103,-0.8341994524197244,33.37092773214182
0.5305305305305303,-0.7458268677538572,33.500455411570194
0.5505505505505504,-0.6284731679018877,33.62968087531785
0.5705705705705704,-0.4870405097643226,33.758593711190684
0.5905905905905904,-0.32735035980512966,33.88718361286164
0.6106106106106104,-0.1559044511035114,34.01544038295007
0.6306306306306304,0.020379429478418757,34.143353936024404
0.6506506506506504,0.19444610685293745,34.27091430152677
0.6706706706706704,0.35938492905171004,34.39811162661775
0.6906906906906904,0.5087036776167193,34.52493617893987
0.7107107107107105,0.636583638459855,34.65137834929847
0.7307307307307305,0.7381058309282984,34.77742865425852
0.7507507507507505,0.8094396205745605,34.9030777386563
0.7707707707707705,0.8479865083485801,35.028316378024684
0.7907907907907905,0.8524737305174819,35.153135480931184
0.8108108108108105,0.8229943440877415,35.277526091227685
0.8308308308308305,0.7609926290520036,35.40147939021109
0.8508508508508505,0.6691958246462187,35.524986698694136
0.8708708708708706,0.5514953447448668,35.64803947898583
0.8908908908908906,0.4127826033068056,35.77062933678078
0.9109109109109106,0.25874634650581985,35.89274802295712
0.9309309309309306,0.09563986531288828,36.01438743528271
0.9509509509509506,-0.06997240565068982,36.13553962002917
0.9709709709709706,-0.2314786525052705,36.25619677349377
0.9909909909909906,-0.38248322853817973,36.37635124342899
1.0110110110110107,-0.5170594945223327,36.49599553037982
1.0310310310310307,-0.629981974574572,36.61512228892888
1.0510510510510507,-0.7169287520866583,36.73372432884951
1.0710710710710707,-0.7746462871756676,36.851794616167254
1.0910910910910907,-0.8010703951892958,36.9693262741299
1.1111111111111107,-0.795398920646797,37.08631258408663
1.1311311311311307,-0.7581135992698051,37.20274698627688
1.1511511511511507,-0.6909506432108732,37.31862308052929
1.1711711711711708,-0.5968216292544795,37.43393462687169
1.1911911911911908,-0.47968823524442933,37.54867554605261
1.2112112112112108,-0.3443961786830954,37.662839919975404
1.2312312312312308,-0.19647529261140897,37.776421992045655
1.2512512512512508,-0.041913966394011334,37.88941616743296
1.2712712712712708,0.11308286624194178,38.00181701324809
1.2912912912912908,0.26234242793958,38.1136192586366
1.3113113113113108,0.39996953488807185,38.22481779479003
1.3313313313313309,0.5205790273913667,38.335407674875995
1.3513513513513509,0.6195060461898391,38.4453841138883
1.3713713713713709,0.6929859616570607,38.55474248841847
1.391391391391391,0.7382970362402882,38.66347833635007
1.411411411411411,0.7538604390246659,38.77158735647721
1.431431431431431,0.7392939717248688,38.879065408048696
1.451451451451451,0.6954177368597414,38.98590851023932
1.471471471471471,0.6242119058114266,39.09211284154985
1.491491491491491,0.5287286497700653,39.19767473913731
1.511511511511511,0.4129621045548507,39.30259069807708
1.531531531531531,0.2816818797951827,39.40685737055864
1.551551551551551,0.14023703003944094,39.510471565016374
1.571571571571571,-0.0056614741186297385,39.6134302451974
1.591591591591591,-0.15017094515905685,39.715730529167935
1.611611611611611,-0.28755058437876607,39.81736968826012
1.631631631631631,-0.41238916893099803,39.91834514596091
1.651651651651651,-0.5198178047932257,40.01865447674491
1.671671671671671,-0.6056993966200781,40.118295404852915
1.691691691691691,-0.666787478762532,40.21726580301801
1.711711711711711,-0.7008483299146078,40.315563691140945
1.7317317317317311,-0.7067418037368673,40.41318723491672
1.7517517517517511,-0.6844579874563406,40.510134744414124
1.7717717717717711,-0.6351085816463006,40.60640467261011
1.7917917917917912,-0.5608737054397562,40.70199561388081
1.8118118118118112,-0.4649066000047211,40.79690630245103
1.8318318318318312,-0.3512003591519002,40.89113561080401
1.8518518518518512,-0.22442229443886874,40.9846825480534
1.8718718718718712,-0.08972278564710852,41.07754625827904
1.8918918918918912,0.04747357158161355,41.16972601882862
1.9119119119119112,0.18168606684792799,41.261221238586685
1.9319319319319312,0.3075964700397122,41.35203145621313
1.9519519519519513,0.4202594156904606,41.44215633835265
1.9719719719719713,0.5152962682589929,41.53159567781703
1.9919919919919913,0.5890648837114361,41.620349391741996
2.0120120120120113,0.6387987026755687,41.708417519720314
2.0320320320320313,0.6627098834865578,41.79580022191282
2.0520520520520513,0.6600526569617606,41.88249777713913
2.0720720720720713,0.6311446984815279,41.96851058094949
2.0920920920920913,0.5773460015631275,42.05383914367967
2.1121121121121114,0.5009964327874646,42.13848408849017
2.1321321321321314,0.4053147831244186,42.22244614939166
2.1521521521521514,0.29426364079983425,42.3057261692578
2.1721721721721714,0.17238573674715182,42.38832509782739
2.1921921921921914,0.04461850408401783,42.47024398969697
2.2122122122122114,-0.08390559357348994,42.55148400230547
2.2322322322322314,-0.20806490396407246,42.632046393912475
2.2522522522522515,-0.3229523559118605,42.71193252157119
2.2722722722722715,-0.4240690628614845,42.79114383909776
2.2922922922922915,-0.5075001353458783,42.869681895038084
2.3123123123123115,-0.5700658464651466,42.947548330633595
2.3323323323323315,-0.609442330156359,43.02474487778702
2.3523523523523515,-0.6242472511357949,43.101273357029676
2.3723723723723715,-0.6140873159993373,43.17713567549117
2.3923923923923915,-0.5795660387635183,43.25233382487296
2.4124124124124116,-0.5222517687688936,43.32686987942668
2.4324324324324316,-0.444607570472414,43.40074599393844
2.4524524524524516,-0.3498860503779539,43.47396440172022
2.4724724724724716,-0.24199359686745986,43.54652741260917
2.4924924924924916,-0.12532968052750432,43.6184374109761
2.5125125125125116,-0.004607810182088273,43.689696853743825
2.5325325325325316,0.11533458260729997,43.76030826841654
2.5525525525525516,0.22972967514341153,43.83027425112095
2.5725725725725717,0.3340684709554101,43.89959746466012
2.5925925925925917,0.4242782059562785,43.96828063658075
2.6126126126126117,0.49688097634496237,44.0363265572548
2.6326326326326317,0.5491274241987859,44.10373807797612
2.6526526526526517,0.5791003586394452,44.170518109072844
2.6726726726726717,0.5857844279575786,44.236669618036274
2.6926926926926917,0.5690993403307045,44.30219562766682
2.7127127127127117,0.5298956015953223,44.36709921423776
2.7327327327327318,0.46991323868673873,44.43138350567725
2.7527527527527518,0.39170544689557646,44.495051679769304
2.772772772772772,0.2985304797605476,44.5581069623742
2.792792792792792,0.19421633797721427,44.62055262566875
2.812812812812812,0.08300386003523062,44.682391986407154
2.8328328328328336,-0.030625367719748917,44.74362840420254
2.8528528528528536,-0.14212931086197966,44.80426527982985
2.8728728728728736,-0.24708675458654597,44.864306053550436
2.8928928928928936,-0.3413723166577398,44.92375420345864
2.9129129129129137,-0.4213182894924817,44.98261324385075
2.9329329329329337,-0.483856974666222,45.04088672361659
2.9529529529529537,-0.5266380001263142,45.098578224654155
2.9729729729729737,-0.5481161501011061,45.15569136030739
2.9929929929929937,-0.5476064470224205,45.212229773827424
3.0130130130130137,-0.5253045542470672,45.2681971368575
3.0330330330330337,-0.48227196409482165,45.323597147941705
3.0530530530530537,-0.4203868416333756,45.37843353105772
3.0730730730730738,-0.34226275469470446,45.43271003417378
3.0930930930930938,-0.25113878103391635,45.48643042782976
3.113113113113114,-0.15074559496714787,45.53959850374281
3.133133133133134,-0.04515305520003726,45.59221807343731
3.153153153153154,0.06139449217911097,45.64429296689936
3.173173173173174,0.16464854215968833,45.69582703125589
3.193193193193194,0.2605255662609889,45.74682412947822
3.213213213213214,0.34526823243172006,45.79728813911033
3.233233233233234,0.415592355532426,45.84722295102159
3.253253253253254,0.4688138431774408,45.89663246818411
3.273273273273274,0.5029507436974113,45.94552060447448
3.293293293293294,0.5167965330167397,45.99389128350006
3.313313313313314,0.5099619528242509,46.0417484374496
3.333333333333334,0.48288398559768186,46.08909600596803
3.353353353353354,0.43680187136854925,46.13593793505554
3.373373373373374,0.37370138370270467,46.18227817599069
3.393393393393394,0.29622983603250025,46.228120684277386
